1,0.69
2,0.256
3,0.037
4,0.004
5,0.015
6,0.031
7,0.1
8,0.185
9,0.123
10,0.104
11,0.04
12,0.092
13,0.042
14,0.083
15,0.048
16,0.073
17,0.063
18,0.062
19,0.046
20,0.035
21,0.027
22,0.012
23,0.023
24,0.025
25,0.017
26,0.012
27,0.027
28,0.023
29,0.029
30,0.04
31,0.04
32,0.075
33,0.04
34,0.025
35,0.013
36,0.037
37,0.04
38,0.035
39,0.04
40,0.046
41,0.06
42,0.067
43,0.067
44,0.094
45,0.077
46,0.077
47,0.069
48,0.052
49,0.044
50,0.042
51,0.058
52,0.056
53,0.056
54,0.085
55,0.069
56,0.06
57,0.031
58,0.069
59,0.073
60,0.069
61,0.087
62,0.073
63,0.062
64,0.067
65,0.087
66,0.06
67,0.087
68,0.071
69,0.092
70,0.04
71,0.085
72,0.102
73,0.108
74,0.1
75,0.108
76,0.096
77,0.104
78,0.088
79,0.077
80,0.06
81,0.069
82,0.094
83,0.087
84,0.081
85,0.069
86,0.09
87,0.065
88,0.087
89,0.071
90,0.06
91,0.075
92,0.069
93,0.046
94,0.056
95,0.094
96,0.108
97,0.077
98,0.083
99,0.112
100,0.096
