1,0.0
2,0.0
3,0.058
4,0.063
5,0.058
6,0.031
7,0.058
8,0.11
9,0.127
10,0.117
11,0.108
12,0.083
13,0.094
14,0.094
15,0.112
16,0.104
17,0.088
18,0.077
19,0.129
20,0.088
21,0.085
22,0.073
23,0.079
24,0.113
25,0.087
26,0.073
27,0.096
28,0.09
29,0.069
30,0.088
31,0.085
32,0.042
33,0.065
34,0.077
35,0.058
36,0.06
37,0.063
38,0.088
39,0.069
40,0.054
41,0.056
42,0.035
43,0.044
44,0.054
45,0.05
46,0.056
47,0.071
48,0.062
49,0.065
50,0.065
51,0.058
52,0.06
53,0.058
54,0.052
55,0.042
56,0.04
57,0.046
58,0.05
59,0.046
60,0.038
61,0.038
62,0.046
63,0.042
64,0.037
65,0.038
66,0.033
67,0.038
68,0.054
69,0.062
70,0.06
71,0.05
72,0.052
73,0.056
74,0.075
75,0.077
76,0.044
77,0.054
78,0.048
79,0.033
80,0.025
81,0.046
82,0.046
83,0.038
84,0.058
85,0.031
86,0.042
87,0.042
88,0.031
89,0.038
90,0.065
91,0.048
92,0.054
93,0.044
94,0.065
95,0.05
96,0.065
97,0.079
98,0.071
99,0.054
100,0.065
