1,0.0
2,0.029
3,0.148
4,0.387
5,0.356
6,0.323
7,0.358
8,0.406
9,0.34
10,0.294
11,0.127
12,0.102
13,0.146
14,0.171
15,0.11
16,0.162
17,0.135
18,0.106
19,0.087
20,0.063
21,0.092
22,0.098
23,0.112
24,0.133
25,0.087
26,0.092
27,0.092
28,0.092
29,0.094
30,0.09
31,0.106
32,0.09
33,0.09
34,0.073
35,0.083
36,0.067
37,0.083
38,0.06
39,0.063
40,0.088
41,0.092
42,0.048
43,0.062
44,0.085
45,0.081
46,0.063
47,0.088
48,0.065
49,0.058
50,0.067
51,0.05
52,0.058
53,0.048
54,0.035
55,0.029
56,0.046
57,0.052
58,0.069
59,0.081
60,0.038
61,0.062
62,0.048
63,0.054
64,0.05
65,0.06
66,0.079
67,0.063
68,0.052
69,0.05
70,0.071
71,0.035
72,0.046
73,0.06
74,0.065
75,0.077
76,0.106
77,0.065
78,0.085
79,0.067
80,0.077
81,0.077
82,0.106
83,0.067
84,0.083
85,0.117
86,0.092
87,0.125
88,0.115
89,0.125
90,0.113
91,0.121
92,0.123
93,0.113
94,0.106
95,0.104
96,0.11
97,0.115
98,0.11
99,0.09
100,0.104
