1,0.783
2,0.173
3,0.048
4,0.206
5,0.212
6,0.277
7,0.248
8,0.225
9,0.167
10,0.092
11,0.088
12,0.1
13,0.108
14,0.104
15,0.09
16,0.096
17,0.162
18,0.138
19,0.079
20,0.092
21,0.108
22,0.094
23,0.131
24,0.133
25,0.11
26,0.104
27,0.129
28,0.146
29,0.133
30,0.125
31,0.16
32,0.212
33,0.185
34,0.229
35,0.152
36,0.15
37,0.127
38,0.119
39,0.1
40,0.098
41,0.075
42,0.094
43,0.115
44,0.123
45,0.102
46,0.117
47,0.135
48,0.119
49,0.115
50,0.113
51,0.108
52,0.112
53,0.096
54,0.077
55,0.09
56,0.112
57,0.087
58,0.098
59,0.113
60,0.077
61,0.094
62,0.083
63,0.133
64,0.1
65,0.106
66,0.094
67,0.092
68,0.085
69,0.125
70,0.104
71,0.129
72,0.073
73,0.113
74,0.102
75,0.115
76,0.112
77,0.108
78,0.115
79,0.104
80,0.112
81,0.113
82,0.113
83,0.106
84,0.125
85,0.133
86,0.135
87,0.098
88,0.135
89,0.098
90,0.146
91,0.098
92,0.09
93,0.112
94,0.1
95,0.125
96,0.125
97,0.112
98,0.115
99,0.135
100,0.146
