1,0.996
2,0.975
3,0.506
4,0.306
5,0.373
6,0.271
7,0.19
8,0.254
9,0.283
10,0.21
11,0.242
12,0.258
13,0.246
14,0.231
15,0.263
16,0.315
17,0.248
18,0.244
19,0.238
20,0.225
21,0.225
22,0.258
23,0.223
24,0.196
25,0.233
26,0.238
27,0.2
28,0.196
29,0.198
30,0.175
31,0.2
32,0.229
33,0.183
34,0.187
35,0.225
36,0.24
37,0.2
38,0.185
39,0.144
40,0.173
41,0.192
42,0.187
43,0.177
44,0.208
45,0.194
46,0.194
47,0.173
48,0.16
49,0.235
50,0.187
51,0.21
52,0.235
53,0.179
54,0.19
55,0.163
56,0.163
57,0.2
58,0.16
59,0.14
60,0.137
61,0.181
62,0.144
63,0.175
64,0.177
65,0.19
66,0.177
67,0.162
68,0.169
69,0.138
70,0.14
71,0.14
72,0.133
73,0.165
74,0.148
75,0.123
76,0.137
77,0.16
78,0.144
79,0.162
80,0.133
81,0.152
82,0.131
83,0.179
84,0.148
85,0.131
86,0.156
87,0.14
88,0.121
89,0.148
90,0.133
91,0.175
92,0.133
93,0.15
94,0.133
95,0.15
96,0.173
97,0.167
98,0.175
99,0.152
100,0.167
