1,1.0
2,0.004
3,0.083
4,0.129
5,0.187
6,0.133
7,0.196
8,0.113
9,0.173
10,0.15
11,0.217
12,0.2
13,0.233
14,0.208
15,0.171
16,0.102
17,0.142
18,0.156
19,0.169
20,0.14
21,0.152
22,0.162
23,0.127
24,0.11
25,0.11
26,0.127
27,0.104
28,0.133
29,0.119
30,0.11
31,0.121
32,0.142
33,0.115
34,0.115
35,0.127
36,0.156
37,0.175
38,0.171
39,0.16
40,0.11
41,0.131
42,0.113
43,0.125
44,0.112
45,0.15
46,0.162
47,0.133
48,0.14
49,0.133
50,0.142
51,0.113
52,0.096
53,0.11
54,0.102
55,0.094
56,0.092
57,0.085
58,0.096
59,0.088
60,0.085
61,0.094
62,0.113
63,0.067
64,0.073
65,0.098
66,0.071
67,0.058
68,0.088
69,0.069
70,0.079
71,0.098
72,0.09
73,0.092
74,0.083
75,0.079
76,0.087
77,0.106
78,0.088
79,0.11
80,0.1
81,0.085
82,0.092
83,0.075
84,0.09
85,0.083
86,0.092
87,0.094
88,0.106
89,0.09
90,0.071
91,0.09
92,0.096
93,0.108
94,0.1
95,0.119
96,0.106
97,0.073
98,0.094
99,0.081
100,0.087
