1,0.004
2,0.004
3,0.006
4,0.075
5,0.129
6,0.154
7,0.262
8,0.258
9,0.206
10,0.213
11,0.2
12,0.21
13,0.215
14,0.194
15,0.208
16,0.256
17,0.181
18,0.202
19,0.244
20,0.256
21,0.25
22,0.194
23,0.21
24,0.165
25,0.148
26,0.129
27,0.115
28,0.117
29,0.094
30,0.085
31,0.081
32,0.096
33,0.092
34,0.131
35,0.113
36,0.127
37,0.138
38,0.123
39,0.133
40,0.138
41,0.11
42,0.127
43,0.094
44,0.142
45,0.115
46,0.102
47,0.121
48,0.125
49,0.146
50,0.14
51,0.15
52,0.098
53,0.125
54,0.133
55,0.113
56,0.119
57,0.104
58,0.09
59,0.081
60,0.079
61,0.119
62,0.104
63,0.11
64,0.121
65,0.121
66,0.104
67,0.092
68,0.108
69,0.102
70,0.108
71,0.096
72,0.117
73,0.117
74,0.102
75,0.11
76,0.108
77,0.144
78,0.154
79,0.14
80,0.125
81,0.106
82,0.11
83,0.106
84,0.1
85,0.117
86,0.104
87,0.098
88,0.112
89,0.104
90,0.094
91,0.085
92,0.085
93,0.1
94,0.094
95,0.069
96,0.071
97,0.115
98,0.09
99,0.092
100,0.081
