1,0.0
2,0.012
3,0.135
4,0.062
5,0.058
6,0.138
7,0.081
8,0.048
9,0.04
10,0.042
11,0.063
12,0.092
13,0.081
14,0.079
15,0.112
16,0.085
17,0.088
18,0.083
19,0.092
20,0.104
21,0.096
22,0.106
23,0.087
24,0.09
25,0.075
26,0.085
27,0.075
28,0.1
29,0.092
30,0.087
31,0.065
32,0.1
33,0.063
34,0.067
35,0.088
36,0.087
37,0.085
38,0.127
39,0.135
40,0.1
41,0.071
42,0.083
43,0.075
44,0.094
45,0.092
46,0.073
47,0.077
48,0.071
49,0.088
50,0.073
51,0.09
52,0.077
53,0.098
54,0.073
55,0.083
56,0.115
57,0.108
58,0.098
59,0.127
60,0.098
61,0.113
62,0.104
63,0.127
64,0.088
65,0.088
66,0.098
67,0.073
68,0.087
69,0.087
70,0.083
71,0.102
72,0.065
73,0.088
74,0.102
75,0.129
76,0.106
77,0.098
78,0.098
79,0.085
80,0.077
81,0.096
82,0.102
83,0.085
84,0.106
85,0.083
86,0.098
87,0.083
88,0.11
89,0.098
90,0.096
91,0.098
92,0.112
93,0.077
94,0.085
95,0.1
96,0.088
97,0.108
98,0.102
99,0.1
100,0.125
